Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Column model]	Parameter Value[Column type]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
20081009_NIH_EWY_NEG_031501	Extraction		none	20081009_NIH_EWY_NEG_031501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_031501	FILES/20081009_NIH_EWY_NEG_031501.CDF	Data transformation	20081009_NIH_EWY_NEG_031501	FILES/20081009_NIH_EWY_NEG_0315.mzML	Metabolite identification	20081009_NIH_EWY_NEG_031501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_031601	Extraction		none	20081009_NIH_EWY_NEG_031601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_031601	FILES/20081009_NIH_EWY_NEG_031601.CDF	Data transformation	20081009_NIH_EWY_NEG_031601	FILES/20081009_NIH_EWY_NEG_0316.mzML	Metabolite identification	20081009_NIH_EWY_NEG_031601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_031701	Extraction		none	20081009_NIH_EWY_NEG_031701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_031701	FILES/20081009_NIH_EWY_NEG_031701.CDF	Data transformation	20081009_NIH_EWY_NEG_031701	FILES/20081009_NIH_EWY_NEG_0317.mzML	Metabolite identification	20081009_NIH_EWY_NEG_031701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_031801	Extraction		none	20081009_NIH_EWY_NEG_031801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_031801	FILES/20081009_NIH_EWY_NEG_031801.CDF	Data transformation	20081009_NIH_EWY_NEG_031801	FILES/20081009_NIH_EWY_NEG_0318.mzML	Metabolite identification	20081009_NIH_EWY_NEG_031801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_031901	Extraction		none	20081009_NIH_EWY_NEG_031901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_031901	FILES/20081009_NIH_EWY_NEG_031901.CDF	Data transformation	20081009_NIH_EWY_NEG_031901	FILES/20081009_NIH_EWY_NEG_0319.mzML	Metabolite identification	20081009_NIH_EWY_NEG_031901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_032001	Extraction		none	20081009_NIH_EWY_NEG_032001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_032001	FILES/20081009_NIH_EWY_NEG_032001.CDF	Data transformation	20081009_NIH_EWY_NEG_032001	FILES/20081009_NIH_EWY_NEG_0320.mzML	Metabolite identification	20081009_NIH_EWY_NEG_032001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_032101	Extraction		none	20081009_NIH_EWY_NEG_032101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_032101	FILES/20081009_NIH_EWY_NEG_032101.CDF	Data transformation	20081009_NIH_EWY_NEG_032101	FILES/20081009_NIH_EWY_NEG_0321.mzML	Metabolite identification	20081009_NIH_EWY_NEG_032101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_032301	Extraction		none	20081009_NIH_EWY_NEG_032301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_032301	FILES/20081009_NIH_EWY_NEG_032301.CDF	Data transformation	20081009_NIH_EWY_NEG_032301	FILES/20081009_NIH_EWY_NEG_0323.mzML	Metabolite identification	20081009_NIH_EWY_NEG_032301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_032401	Extraction		none	20081009_NIH_EWY_NEG_032401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_032401	FILES/20081009_NIH_EWY_NEG_032401.CDF	Data transformation	20081009_NIH_EWY_NEG_032401	FILES/20081009_NIH_EWY_NEG_0324.mzML	Metabolite identification	20081009_NIH_EWY_NEG_032401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_032601	Extraction		none	20081009_NIH_EWY_NEG_032601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_032601	FILES/20081009_NIH_EWY_NEG_032601.CDF	Data transformation	20081009_NIH_EWY_NEG_032601	FILES/20081009_NIH_EWY_NEG_0326.mzML	Metabolite identification	20081009_NIH_EWY_NEG_032601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_032701	Extraction		none	20081009_NIH_EWY_NEG_032701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_032701	FILES/20081009_NIH_EWY_NEG_032701.CDF	Data transformation	20081009_NIH_EWY_NEG_032701	FILES/20081009_NIH_EWY_NEG_0327.mzML	Metabolite identification	20081009_NIH_EWY_NEG_032701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_032801	Extraction		none	20081009_NIH_EWY_NEG_032801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_032801	FILES/20081009_NIH_EWY_NEG_032801.CDF	Data transformation	20081009_NIH_EWY_NEG_032801	FILES/20081009_NIH_EWY_NEG_0328.mzML	Metabolite identification	20081009_NIH_EWY_NEG_032801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_032901	Extraction		none	20081009_NIH_EWY_NEG_032901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_032901	FILES/20081009_NIH_EWY_NEG_032901.CDF	Data transformation	20081009_NIH_EWY_NEG_032901	FILES/20081009_NIH_EWY_NEG_0329.mzML	Metabolite identification	20081009_NIH_EWY_NEG_032901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_033101	Extraction		none	20081009_NIH_EWY_NEG_033101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_033101	FILES/20081009_NIH_EWY_NEG_033101.CDF	Data transformation	20081009_NIH_EWY_NEG_033101	FILES/20081009_NIH_EWY_NEG_0331.mzML	Metabolite identification	20081009_NIH_EWY_NEG_033101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_033201	Extraction		none	20081009_NIH_EWY_NEG_033201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_033201	FILES/20081009_NIH_EWY_NEG_033201.CDF	Data transformation	20081009_NIH_EWY_NEG_033201	FILES/20081009_NIH_EWY_NEG_0332.mzML	Metabolite identification	20081009_NIH_EWY_NEG_033201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_033301	Extraction		none	20081009_NIH_EWY_NEG_033301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_033301	FILES/20081009_NIH_EWY_NEG_033301.CDF	Data transformation	20081009_NIH_EWY_NEG_033301	FILES/20081009_NIH_EWY_NEG_0333.mzML	Metabolite identification	20081009_NIH_EWY_NEG_033301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_033401	Extraction		none	20081009_NIH_EWY_NEG_033401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_033401	FILES/20081009_NIH_EWY_NEG_033401.CDF	Data transformation	20081009_NIH_EWY_NEG_033401	FILES/20081009_NIH_EWY_NEG_0334.mzML	Metabolite identification	20081009_NIH_EWY_NEG_033401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_033501	Extraction		none	20081009_NIH_EWY_NEG_033501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_033501	FILES/20081009_NIH_EWY_NEG_033501.CDF	Data transformation	20081009_NIH_EWY_NEG_033501	FILES/20081009_NIH_EWY_NEG_0335.mzML	Metabolite identification	20081009_NIH_EWY_NEG_033501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_033601	Extraction		none	20081009_NIH_EWY_NEG_033601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_033601	FILES/20081009_NIH_EWY_NEG_033601.CDF	Data transformation	20081009_NIH_EWY_NEG_033601	FILES/20081009_NIH_EWY_NEG_0336.mzML	Metabolite identification	20081009_NIH_EWY_NEG_033601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_033701	Extraction		none	20081009_NIH_EWY_NEG_033701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_033701	FILES/20081009_NIH_EWY_NEG_033701.CDF	Data transformation	20081009_NIH_EWY_NEG_033701	FILES/20081009_NIH_EWY_NEG_0337.mzML	Metabolite identification	20081009_NIH_EWY_NEG_033701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_033801	Extraction		none	20081009_NIH_EWY_NEG_033801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_033801	FILES/20081009_NIH_EWY_NEG_033801.CDF	Data transformation	20081009_NIH_EWY_NEG_033801	FILES/20081009_NIH_EWY_NEG_0338.mzML	Metabolite identification	20081009_NIH_EWY_NEG_033801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_033901	Extraction		none	20081009_NIH_EWY_NEG_033901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_033901	FILES/20081009_NIH_EWY_NEG_033901.CDF	Data transformation	20081009_NIH_EWY_NEG_033901	FILES/20081009_NIH_EWY_NEG_0339.mzML	Metabolite identification	20081009_NIH_EWY_NEG_033901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_034001	Extraction		none	20081009_NIH_EWY_NEG_034001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_034001	FILES/20081009_NIH_EWY_NEG_034001.CDF	Data transformation	20081009_NIH_EWY_NEG_034001	FILES/20081009_NIH_EWY_NEG_0340.mzML	Metabolite identification	20081009_NIH_EWY_NEG_034001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_034101	Extraction		none	20081009_NIH_EWY_NEG_034101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_034101	FILES/20081009_NIH_EWY_NEG_034101.CDF	Data transformation	20081009_NIH_EWY_NEG_034101	FILES/20081009_NIH_EWY_NEG_0341.mzML	Metabolite identification	20081009_NIH_EWY_NEG_034101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_034301	Extraction		none	20081009_NIH_EWY_NEG_034301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_034301	FILES/20081009_NIH_EWY_NEG_034301.CDF	Data transformation	20081009_NIH_EWY_NEG_034301	FILES/20081009_NIH_EWY_NEG_0343.mzML	Metabolite identification	20081009_NIH_EWY_NEG_034301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_034401	Extraction		none	20081009_NIH_EWY_NEG_034401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_034401	FILES/20081009_NIH_EWY_NEG_034401.CDF	Data transformation	20081009_NIH_EWY_NEG_034401	FILES/20081009_NIH_EWY_NEG_0344.mzML	Metabolite identification	20081009_NIH_EWY_NEG_034401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_034501	Extraction		none	20081009_NIH_EWY_NEG_034501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_034501	FILES/20081009_NIH_EWY_NEG_034501.CDF	Data transformation	20081009_NIH_EWY_NEG_034501	FILES/20081009_NIH_EWY_NEG_0345.mzML	Metabolite identification	20081009_NIH_EWY_NEG_034501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_034601	Extraction		none	20081009_NIH_EWY_NEG_034601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_034601	FILES/20081009_NIH_EWY_NEG_034601.CDF	Data transformation	20081009_NIH_EWY_NEG_034601	FILES/20081009_NIH_EWY_NEG_0346.mzML	Metabolite identification	20081009_NIH_EWY_NEG_034601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_034801	Extraction		none	20081009_NIH_EWY_NEG_034801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_034801	FILES/20081009_NIH_EWY_NEG_034801.CDF	Data transformation	20081009_NIH_EWY_NEG_034801	FILES/20081009_NIH_EWY_NEG_0348.mzML	Metabolite identification	20081009_NIH_EWY_NEG_034801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_034901	Extraction		none	20081009_NIH_EWY_NEG_034901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_034901	FILES/20081009_NIH_EWY_NEG_034901.CDF	Data transformation	20081009_NIH_EWY_NEG_034901	FILES/20081009_NIH_EWY_NEG_0349.mzML	Metabolite identification	20081009_NIH_EWY_NEG_034901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_035001	Extraction		none	20081009_NIH_EWY_NEG_035001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_035001	FILES/20081009_NIH_EWY_NEG_035001.CDF	Data transformation	20081009_NIH_EWY_NEG_035001	FILES/20081009_NIH_EWY_NEG_0350.mzML	Metabolite identification	20081009_NIH_EWY_NEG_035001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_035101	Extraction		none	20081009_NIH_EWY_NEG_035101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_035101	FILES/20081009_NIH_EWY_NEG_035101.CDF	Data transformation	20081009_NIH_EWY_NEG_035101	FILES/20081009_NIH_EWY_NEG_0351.mzML	Metabolite identification	20081009_NIH_EWY_NEG_035101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_035201	Extraction		none	20081009_NIH_EWY_NEG_035201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_035201	FILES/20081009_NIH_EWY_NEG_035201.CDF	Data transformation	20081009_NIH_EWY_NEG_035201	FILES/20081009_NIH_EWY_NEG_0352.mzML	Metabolite identification	20081009_NIH_EWY_NEG_035201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_035301	Extraction		none	20081009_NIH_EWY_NEG_035301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_035301	FILES/20081009_NIH_EWY_NEG_035301.CDF	Data transformation	20081009_NIH_EWY_NEG_035301	FILES/20081009_NIH_EWY_NEG_0353.mzML	Metabolite identification	20081009_NIH_EWY_NEG_035301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_035601	Extraction		none	20081009_NIH_EWY_NEG_035601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_035601	FILES/20081009_NIH_EWY_NEG_035601.CDF	Data transformation	20081009_NIH_EWY_NEG_035601	FILES/20081009_NIH_EWY_NEG_0356.mzML	Metabolite identification	20081009_NIH_EWY_NEG_035601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_035701	Extraction		none	20081009_NIH_EWY_NEG_035701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_035701	FILES/20081009_NIH_EWY_NEG_035701.CDF	Data transformation	20081009_NIH_EWY_NEG_035701	FILES/20081009_NIH_EWY_NEG_0357.mzML	Metabolite identification	20081009_NIH_EWY_NEG_035701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_035801	Extraction		none	20081009_NIH_EWY_NEG_035801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_035801	FILES/20081009_NIH_EWY_NEG_035801.CDF	Data transformation	20081009_NIH_EWY_NEG_035801	FILES/20081009_NIH_EWY_NEG_0358.mzML	Metabolite identification	20081009_NIH_EWY_NEG_035801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_035901	Extraction		none	20081009_NIH_EWY_NEG_035901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_035901	FILES/20081009_NIH_EWY_NEG_035901.CDF	Data transformation	20081009_NIH_EWY_NEG_035901	FILES/20081009_NIH_EWY_NEG_0359.mzML	Metabolite identification	20081009_NIH_EWY_NEG_035901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_036001	Extraction		none	20081009_NIH_EWY_NEG_036001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_036001	FILES/20081009_NIH_EWY_NEG_036001.CDF	Data transformation	20081009_NIH_EWY_NEG_036001	FILES/20081009_NIH_EWY_NEG_0360.mzML	Metabolite identification	20081009_NIH_EWY_NEG_036001	m_MTBLS28_NEG_v2_maf.tsv
